"primary","house","street","city","state","zipcode","block","lot","parcel","locationType","notes"
"True","522","Frank Shaw Rd","Tallahassee","FL","32312","","","","",""
"True","9012","Aspen Ct.","Tallahassee","FL","32305","","","","",""
"True","2624","Stonegate Dr.","Tallahassee","FL","32308","","","","",""
"True","401","Mistletoe Ln.","Monticello","FL","32344","","","","",""
"True","7378","Anglewood Lane","Tallahassee","FL","32308-6525","","","","",""
"True","1206","Southern Dr.","Tallahassee","FL","32305","","","","",""
"False","4007","Apalachee Pkwy.","Tallahassee","FL","32311","","","","",""
"True","807","Annawood Dr.","Tallahassee","FL","32305","","","","",""
"True","4442","Sweetleaf Ln.","Tallahassee","FL","32303","","","","",""
"True","165","Lance Ln","Crawfordville","FL","32327","","","","",""
"True","4435","Camden Rd.","Tallahassee","FL","32303","","","","",""
"True","7451","Banning Way","Tallahassee","FL","32310","","","","",""
"True","","P.O. Box 180956","Tallahassee","FL","32318","","","","",""
"True","3336","Old St Augustine Way","Tallahassee","FL","32311","","","","",""
"True","545","Scotland Rd.","Havana","FL","32333","","","","",""
"False","1294","Smoke Rise Lane","Tallaahassee","FL","32317","","","","",""
"True","1050","San Bonita Blvd.","Havana","FL","32333","","","","",""
"True","10800","Moccasin Gap Rd.","Tallahassee","FL","32309","","","","",""
"True","1505","Meeks Rd.","Tallahassee","FL","32317","","","","",""
"True","6748","Secretariat Drive","Tallahassee","FL","32308-1823","","","","",""
"True","3264","Black Gold","Tallahassee","FL","32309","","","","",""
"True","700","Forest Lair","Tallahassee","FL","","","","","",""
"False","2259","Stonewood Ln","Tallahassee","FL","32305","","","","",""
"False","4571","Louvinia Ct.","Tallahassee","FL","32311","","","","",""
"False","5120","Tudie-n-Sugar Ln","Tallahassee","FL","32309","","","","",""
"False","8751","Centerville Rd","Tallahassee","FL","32309","","","","",""
"True","4533","Highgrove Rd","Tallahassee","FL","32309","","","","",""
"True","3461","Lakeshore Dr.","Tallahassee","FL","32312","","","","",""
"True","2004","Amboise Ct.","Tallahassee","FL","32308","","","","",""
"True","3681","Letitia Ln","Tallahassee","FL","32312","","","","",""
"True","5515","Touraine Dr.","Tallahassee","FL","32308","","","","",""
"True","4047","Juniper Rd.","Greensboro","FL","32330","","","","",""
"True","2707","Killarney Way","Tallahassee","FL","32308","","","","",""
"True","34","Three Sisters","Crawfordville","FL","32327","","","","",""
"True","5224","Velda Dairy rd","Tallahassee","FL","32309","","","","",""
"True","4572","Berklie Dr.","Tallahassee","FL","32317","","","","",""
"True","2111","Lake Forest Dr.","Tallahassee","FL","32303","","","","",""
"True","3640","Pine Tip Rd.","Tallahassee","FL","32312","","","","",""
"True","526","E. Park Avenue","Tallahassee","FL","32301","","","","",""
"False","4051","Sunhawk Blvd.","Tallahassee","FL","32309","","","","",""
"True","203","Forest Lane","Crawfordville","FL","32327","","","","",""
"False","1682","Metropolitan Cir.","Tallahassee","FL","32308","","","","",""
"False","9061","Ravena Rd.","Tallahassee","FL","32309","","","","",""
"False","2205","Wood Duck Way","Tallahassee","FL","32312","","","","",""
"False","2025","Faulk Dr","Tallahassee","FL","32309","","","","",""
"True","1546","Twin Lakes Pkw","Tallahassee","FL","32311","","","","",""
"True","1248","White Star Ln.","Tallahassee","FL","32312","","","","",""
"True","3722","Bentley Dr.","Tallahassee","FL","32303","","","","",""
"True","1999","Wildridge Dr.","Tallahassee","FL","32303","","","","",""
"True","159","Freebird Rd.","Monticello","FL","32344","","","","",""
"True","405","Castleton Cir.","Tallahassee","FL","32312","","","","",""
"True","8839","Holly Brook Trl","Tallahassee","FL","32312","","","","",""
"True","3621","Moody Trail","Tallahassee","FL","32309","","","","",""
"True","","Keller Williams Realty","","FL","","","","","",""
"False","88","Atkinson Rd","Crawfordville","FL","32327","","","","",""
"True","44","Slashpine Cir","Crawfordville","FL","32327","","","","",""
"True","214","Rose Hill Ln","Tallahassee","FL","32312","","","","",""
"True","3085","Whirlaway Trl","Tallahassee","FL","32309","","","","",""
"False","2727","Apalachee Parkway","Tallahassee","FL","32301","","","","",""
"True","869","Sunflower Rd.","Tallahassee","FL","32305","","","","",""
"True","3622","Ocleon Dr","Tallahassee","FL","32312","","","","","REALTOR"
"True","3303","Thomasville Road","Tallahassee","FL","32308","","","","",""
"True","7771","Bass Ridge Trl.","Tallahassee","FL","32312","","","","",""
"True","5623","Westview Ln","Tallahassee","FL","32310","","","","",""
"True","9503","Mount Everest Lane","Tallahassee","FL","32309","","","","",""
"False","3977","Elder Ln.","Tallahassee","FL","32303","","","","",""
"True","1573","Clifford Hill Rd","Tallahassee","FL","32308","","","","",""
"True","4141","Kimberly Cir.","Tallahassee","FL","32309","","","","",""
"False","3303","Thomasville Rd. Suite 201","Tallahassee","FL","32308","","","","",""
"False","8058","Geenmont Ave","Tallahassee","FL","32317","","","","",""
"False","","PO Box 1471","Woodville","FL","32362","","","","",""
"True","7630","Crescent Moon Ln","Tallahassee","FL","32309","","","","",""
"False","401","Locksly Ln","Tallahassee","FL","32312","","","","",""
"True","9718","Waters Meet Dr.","Tallahassee","FL","32312","","","","",""
"True","8702","Miles Johnson Rd.","Tallahassee","FL","32308","","","","",""
"True","6531","Kingman Trl.","Tallahassee","FL","32309","","","","",""
"True","243","Cochran Rd,","Chattahoochee","FL","32324","","","","",""
"False","","Greenway Dr","Tallahassee","FL","32333","","","","",""
"True","1520","Killearn Center Boulevard","Tallahassee","FL","32309","","","","",""
"False","1114","Eureka Ct.","Tallahassee","FL","32317","","","","",""
"True","6985","Grenville Rd.","Tallahassee","FL","32309","","","","",""
"True","6832","Tomy Lee Trl.","Tallahassee","FL","32309","","","","",""
"False","159","Harmony Ln","Havana","FL","32333","","","","",""
"True","1331","Success Way","Tallahassee","FL","32305","","","","",""
"True","3310","Lord Murphy Trl.","Tallahassee","FL","32309","","","","",""
"True","6008","Leigh Read Rd.","Tallahassee","FL","32309","","","","",""
"True","6468","Williams Rd.","Tallahassee","FL","32311","","","","",""
"True","1487","Jeremy Dr.","Tallahassee","FL","32305","","","","",""
"True","6151","Pickwick St.","Tallahassee","FL","32309","","","","",""
"False","2048","Dyrehaven Ct","Tallahassee","FL","32317","","","","",""
"True","511","Bobbin Brook LN","Tallahassee","FL","32312","","","","",""
"False","13","Neck Rd","Cranbury","FL","8512","","","","",""
"True","4240","Buttercup Way.","Tallahassee","FL","32311","","","","",""
"True","8066","Christina Rd.","Tallahassee","FL","32305","","","","",""
"True","7816","Maclean Rd","Tallahassee","FL","32312","","","","",""
"True","533","Frank Shaw Rd.","Tallahassee","FL","32312","","","","",""
"True","6039","Ranch Road","Tallahassee","FL","32311","","","","",""
"False","3032","Harpers Ferry","Tallahassee","FL","32308","","","","",""
"True","128","Garner Cir N","Crawfordville","FL","32327","","","","",""
"True","6464","Williams Rd.","Tallahassee","FL","32311","","","","",""
"True","2854","Laris Dr.","Tallahassee","FL","","","","","",""
"True","115","captain james","Crawfordville","FL","32327","","","","",""
"True","199","Mill Branch Rd","Tallahassee","FL","32312","","","","",""
"False","4501","Handsome Quarters","Tallahassee","FL","32309","","","","",""
"True","2269","Chaires Cross Rd.","Tallahassee","FL","32317","","","","",""
"True","2785","Arendell Way","Tallahassee","FL","32308","","","","",""
"True","","La'Shanda Jones","Tallahassee","FL","32311","","","","",""
"True","6505","Allan A Dale Trl.","Tallahassee","FL","32309","","","","",""
"False","196","Lee Miller Road","Crawfordville","FL","32327","","","","",""
"True","182","Ponderosa Cir.","Tallahassee","FL","32343","","","","",""
"True","3651","Dexter Dr.","Tallahassee","FL","32312","","","","",""
"True","1615","Alshire Ct. N","Tallahassee","FL","32317","","","","",""
"True","407","Nottingham Ct.","Tallahassee","FL","32312","","","","",""
"False","240","Havana Hwy","Quincy","FL","32352","","","","",""
"True","3100","Whirlaway Trl.","Tallahassee","FL","32309","","","","",""
"True","6600","Reigh Count Trl","Tallahassee","FL","32309","","","","",""
"True","2617","Onyx Trl","Tallahassee","FL","32303","","","","",""
"True","3659","Dexter Dr.","Tallahassee","FL","32312","","","","",""
"False","138","Hardwood Hollow","Havana","FL","32333","","","","",""
"True","1232","Winifred Dr.","Tallahassee","FL","32308","","","","",""
"True","7012","Grenville Rd.","Tallahassee","FL","32309","","","","",""
"True","18","Kings Rd.","Havana","FL","32333","","","","",""
"True","3508","Whirlaway Trl","Tallahassee","FL","32309","","","","",""
"True","2590","Southwood Plantation Rd.","Tallahassee","FL","32311","","","","",""
"True","999","Old Farm Rd","Tallahassee","FL","32317","","","","",""
"False","","Job: 6426 Weeping Willow Way","Tallahassee","FL","32311","","","","",""
"True","250","Audubon Dr.","Havana","FL","32333","","","","",""
"True","7615","Buck Lake Rd.","Tallahassee","FL","32317","","","","",""
"True","1809","Morning Star Ln.","Tallahassee","FL","32312","","","","",""
"True","10080","Journeys End.","Tallahassee","FL","32312","","","","",""
"True","205","Forest Lane","Crawfordville","FL","32327","","","","",""
"True","5008","Brill Pt","Tallahasee","FL","32312","","","","",""
"False","1884","Raymond Tucker Rd","TALLAHASSEE","FL","32311","","","","",""
"True","3209","Yorktown Drive","Tallahassee","FL","32312","","","","",""
"True","19320","Blokham Cuttoff","Tallahassee","FL","32310","","","","",""
"False","1586","Yearling Trl","Tallahassee","FL","32317","","","","",""
"True","9094","Apalachee Pkwy","Tallahassee","FL","32311","","","","",""
"False","8020","Lantern Light Rd.","Tallahassee","FL","32312","","","","",""
"True","1404","Woodgate Way","Tallahassee","FL","32308","","","","",""
"True","","Armor Realty","","FL","","","","","",""
"False","1724","W Page Rd","Tallahassee","FL","32305","","","","",""
"False","1989","Hickory Ln","Tallahassee","FL","32305","","","","",""
"False","1145","San Bonita Blvd.","Havana","FL","32333","","","","",""
"True","3473","Plowshare Rd.","Tallahassee","FL","32309","","","","",""
"True","3023","Verdura Oaks Trl","Tallahassee","FL","32311","","","","",""
"False","3764","Bobbin Brook Circle","Tallahassee","FL","32312","","","","",""
"True","9344","Stonewood Ln","Tallahassee","FL","32305","","","","",""
"True","3067","Connector Dr.","Tallahassee","FL","32303","","","","",""
"True","3137","Middlebrooks Cir.","Tallahassee","FL","32312","","","","",""
"True","6","Inez Lane","Crawfordville","FL","32327","","","","",""
"False","243","Robinhood Ct","Tallahassee","FL","32312","","","","",""
"True","1907","Benjamin Chaires Rd.","Tallahassee","FL","32317","","","","",""
"True","55","Mayfair Dr.","Crawfordville","FL","32327","","","","",""
"True","2324","Tuscaville Rd","Tallahassee","FL","32312","","","","",""
"False","3571","Lakeshore Dr.","Tallahassee","FL","32312","","","","",""
"True","1506","Meeks Road","Tallahassee","FL","32317","","","","",""
"True","37","Grapevine Dr.","Crawfordville","FL","32327","","","","",""
"True","241","Intrepid Court","Tallahassee","FL","32312","","","","",""
"True","5141","Ile De France Dr.","Tallahassee","FL","32308","","","","",""
"False","2126","La Rochelle Dr","Tallahassee","FL","32308","","","","",""
"True","14316","John Henry Rd.","Tallahassee","FL","32312","","","","",""
"True","2493","Arvah Branch Blvd.","Tallahassee","FL","32317","","","","",""
"True","7066","Standing Pines Lane","Tallahassee","FL","32312","","","","",""
"False","133","Buck Lake Rd.","Tallahassee","FL","32317","","","","",""
"True","2912","Quail Rise Ct.","Tallahassee","FL","32309","","","","",""
"True","9269","Shady Crest Ln.","Tallahassee","FL","32312","","","","",""
"True","6404","Forward Pass Trl.","Tallahassee","FL","32309","","","","",""
"True","1935","Faulk Dr","Tallahassee","FL","32303","","","","",""
"True","3770","Bobbin Mill Rd","Tallahassee","FL","32312","","","","",""
"True","532","Frank Shaw Road","Tallahassee","FL","32312","","","","",""
"True","5691","Ed White Ct.","Tallahassee","FL","32311","","","","",""
"True","2905","Joyce Dr.","Tallahassee","FL","32303","","","","",""
"True","8265","Sierra Woods Dr.","Tallahassee","FL","32311","","","","",""
"True","4794","High Grove Rd","Tallahassee","FL","32309","","","","",""
"True","9179","Ravena Rd.","Tallahassee","FL","32309","","","","",""
"False","416","Timberlane Rd","Tallahassee","FL","32312","","","","",""
"False","2429","Chateau Lane","TALLAHASSEE","FL","32311","","","","",""
"False","1520","Killearn Ctr. Blvd","Tallahassee","FL","32309","","","","",""
"True","7030","Dardwood Ln.","Tallahassee","FL","32312","","","","",""
"False","3020","Tisha Dr.","Tallahassee","FL","32309","","","","",""
"True","4013","Harpers Ferry Dr","Tallahassee","FL","32309","","","","",""
"True","2620","Lucerne Dr.","Tallahassee","FL","32303","","","","",""
"True","3158","Lakeshore Dr.","Tallahassee","FL","32312","","","","",""
"False","1509","Quail Rd","Tallahassee","FL","32317","","","","",""
"False","32","Lainey Lane","Crawfordville","FL","32327","","","","",""
"True","30","Kelley Ct","Crawfordville","FL","32327","","","","",""
"True","90","Newton Rd.","Crawfordville","FL","32327","","","","",""
"True","4774","Highgrove Rd.","Tallahassee","FL","32309","","","","",""
"True","3651","Harpers Ferry Ct.","Tallahassee","FL","32317","","","","",""
"False","8889","Calddonian Ct.","Tallahassee","FL","32312","","","","",""
"False","2039","Summer Lane","Tallahassee","FL","32305","","","","",""
"True","8115","Tennyson Dr.","Tallahassee","FL","32309","","","","",""
"True","729","Lake Ridge Rd.","Tallahassee","FL","32312","","","","",""
"True","7242","E Washington St","Monticello","FL","32344","","","","",""
"True","10508","Lake Iamonia Dr","Tallahassee","FL","32312","","","","",""
"True","9823","Dulce Maria Dr.","Tallahassee","FL","32317","","","","",""
"False","6509","Demascus Ct.","Tallahassee","FL","32308","","","","",""
"False","3203","Brookforest Dr","Tallahassee","FL","32312","","","","",""
"False","2050","Capital Circle NE","Tallahassee","FL","32308","","","","",""
"True","1859","Folkstone Rd","Tallahassee","FL","32312","","","","","WEBSITE REFERRAL"
"True","6593","Lake Piagah Dr.","Tallahasse","FL","32309","","","","",""
"True","5356","Grove Valley Rd.","Tallahassee","FL","32303","","","","",""
"True","1525","Capital Circle NW, #1","Tallahassee","FL","32303","","","","",""
"True","6096","Pimlico Ct.","Tallahassee","FL","32309","","","","",""
"False","4320","Slash Pine Ln.","Tallahassee","FL","32305","","","","",""
"True","7000","Atascadero Ln","Tallahassee","FL","32317","","","","",""
"True","656","Forest Lair","Tallahassee","FL","32312","","","","",""
"True","3881","Tan Mouse Rd.","Tallahassee","FL","32309","","","","",""
"True","4384","Safari Run","Tallahassee","FL","32309","","","","",""
"False","8053","Tennyson Dr.","Tallahassee","FL","32309","","","","",""
"False","5369","High Colony Dr.","Tallahassee","FL","32308","","","","",""
"False","338","Heide Lane","Havana","FL","32333","","","","",""
"True","3488","Cedarwood Trl","Tallahassee","FL","32312","","","","",""
"True","3573","Velda Woods Ln.","Tallahassee","FL","32309","","","","",""
"True","10259","F A Ash Way","Tallahassee","FL","32311","","","","",""
"True","7901","McClure Ct","Tallahassee","FL","32312","","","","",""
"False","4913","High Grove Rd.","Tallahassee","FL","32309","","","","",""
"True","4003","Buster Rd","Tallahassee","FL","32305","","","","",""
"True","4715","Crump Rd.","Tallahassee","FL","32309","","","","",""
"True","1440","Ox Bottom Rd.","Tallahassee","FL","32312","","","","",""
"True","2300","Kami Creek Trail","Tallahassee","FL","32303","","","","",""
"True","4174","Darby Dr.","Tallahassee","FL","32310","","","","",""
"True","11844","Grazing Buck Lane","Tallahassee","FL","32317","","","","",""
"True","584","Frank Shaw Rd.","Tallahassee","FL","32312","","","","",""
"False","4017","Brandon Hill","Tallahassee","FL","32309","","","","",""
"True","3600","Moss Point Rd","Tallahassee","FL","32312","","","","",""
"True","2399","Clara Kee Blvd","Tallahassee","FL","32303","","","","",""
"False","5390","Water Valley Dr.","Tallahassee","FL","32303","","","","",""
"True","7858","Maclean Rd","Tallahassee","FL","32312","","","","",""
"True","10063","Old Centerville Rd.","Tallahassee","FL","32309","","","","",""
"True","126","ParkBrook Cir","Tallahassee","FL","32301","","","","",""
"False","3551","Plowshare Rd.","Tallahassee","FL","32309","","","","",""
"False","6305","Carter Trl","Tallahassee","FL","32303","","","","",""
"True","2781","Ole Ben Cir.","Tallahassee","FL","32305","","","","",""
"True","5861","Old Bainbridge Rd","Tallahassee","FL","32303","","","","",""
"True","713","Forest Lair","Tallahassee","FL","32312","","","","",""
"True","6081","Pisgah Church Road","Tallahassee","FL","32308","","","","",""
"True","444","Capital Cir. SW","Tallahassee","FL","32304","","","","",""
"True","4541","Autumn Woods Way","Tallahassee","FL","32303","","","","","MAINTENANCE"
"False","2938","Livingston Rd.","Tallahassee","FL","32303","","","","",""
"False","254","Kirby Cir","Havana","FL","32333","","","","",""
"False","3725","Homestead Rd.","Tallahassee","FL","32309","","","","",""
"False","3460","Welwyn Way","Tallahassee","FL","32309","","","","",""
"False","1808","Folkstone Dr","Tallahassee","FL","32312","","","","",""
"True","3506","N Monroe  St.","Tallahassee","FL","32303","","","","",""
"True","615","Oakwood Trail","Crawfordville","FL","32327","","","","",""
"True","3165","Lakeshore Dr.","Tallahassee","FL","32312","","","","",""
"True","5700","Verlaine Ct.","Tallahassee","FL","32308","","","","",""
"True","124","Riversink Rd.","Crawfordville","FL","32327","","","","",""
"False","1110","Richardson Rd.","Tallahassee","FL","32301","","","","",""
"False","2316","Bourgogne Dr","Tallahassee","FL","32308","","","","",""
"True","1909","Harriet Dr.","Tallahassee","FL","32303","","","","",""
"True","32000","Blue Star Highway","Midway","FL","32343","","","","",""
"True","7646","Pasture Dr","Tallahassee","FL","32311","","","","",""
"True","5351","Tallapoosa Rd.","Tallahassee","FL","32303","","","","",""
"True","2710","Newchatel Dr.","Tallahassee","FL","32303","","","","",""
"True","4240","Carnwath Rd","Tallahassee","FL","32303","","","","",""
"True","4569","Buttercup Way","Tallahassee","FL","32311","","","","",""
"False","1422","Groveland Hills Dr","Tallahassee","FL","32317","","","","",""
"True","3554","Lakeshore Dr.","Tallahassee","FL","32312","","","","",""
"True","487","Beaver Lake Rd","Tallahassee","FL","32312","","","","",""
"True","3309","Reading Ln.","Tallahassee","FL","32312","","","","",""
"True","2225","Government Farms Rd.","Monticello","FL","32344","","","","",""
"True","5650","Santa Anita Dr","Tallahassee","FL","32309","","","","",""
"True","7640","Deepwood Trl.","Tallahassee","FL","32317","","","","",""
"True","3805","Bobbin Mill Rd","Tallahassee","FL","32312","","","","",""
"True","3575","Oak Hill Trl","Tallahassee","FL","32312","","","","",""
"True","10539","Winters Run","Tallahassee","FL","32312","","","","",""
"True","6215","Bombadil Dr.","Tallahassee","FL","","","","","",""
"True","3110","Okeeheepkee Rd.","Tallahassee","FL","32303","","","","",""
"True","6778","Tom Roberts Rd.","Tallahassee","FL","32305","","","","",""
"False","35","Terrapin Trl","Crawfordville","FL","32327","","","","",""
"True","9283","PowderHorn Avenue","Tallahassee","FL","32309","","","","",""
"False","","Mandy Luttenton","Tallahassee","FL","32317","","","","",""
"True","1036","Corby Court","Tallahassee","FL","32317","","","","",""
"True","1372","White Star Ln.","Tallahassee","FL","32312","","","","",""
"True","1320","Lake Sunset Way","Tallahassee","FL","32310","","","","",""
"True","1338","Lawndale Rd.","Tallahassee","FL","32317","","","","",""
"True","6753","Alan A Dale Trl.","Tallahassee","FL","32309","","","","",""
"True","3119","Fieldstone Ln","Tallahassee","FL","32308","","","","",""
"True","13058","Driftwood Cir","Tallahassee","FL","32317","","","","",""
"True","2066","Thomasville Rd","Tallahassee","FL","32308","","","","",""
"True","9117","Hickorynut Hill","Tallahassee","FL","32312","","","","",""
"True","379","Saint Angelo Rd.","Tallahassee","FL","32312","","","","",""
"False","4226","Amber Valley Dr.","Tallahassee","FL","32312","","","","",""
"True","3915","Tan Mouse Rd.","Tallahassee","FL","32309","","","","",""
"True","5331","Ben Brush Trl.","Tallahassee","FL","32309","","","","",""
"False","5074","Velda Dairy Rd.","Tallahassee","FL","32309","","","","",""
"True","11215","Turkey Roost Rd.","Tallahassee","FL","32317","","","","",""
"True","4432","Kensington Rd.","Tallahassee","FL","32303","","","","",""
"True","300","Deer Ridge Cir.","Havana","FL","32333","","","","",""
"False","6453","Fitz Ln","Tallahassee","FL","32311","","","","",""
"True","3990","McWest Ct.","Tallahassee","FL","32303","","","","",""
"True","2525","Tallavana Trail","Tallahassee","FL","32333","","","","",""
"False","1467","Paul Thompson Rd.","Monticello","FL","32344","","","","",""
"True","1108","Lovers Ln North","Tallahassee","FL","32317","","","","",""
"False","2066","Thomasville Rd.","Tallahassee","FL","32308","","","","",""
"False","3208","Majestic Prince Trl","Tallahassee","FL","32309","","","","",""
"True","2921","Quail Rise Ct.","Tallahassee","FL","32309","","","","",""
"True","4428","Argyle Ln","Tallahassee","FL","32309","","","","",""
"True","1844","Rodeo Drive","Tallahassee","FL","32311","","","","",""
"True","2740","Sandalwood Dr., N.","Tallahassee","FL","32305","","","","",""
"True","1205","Chockasacka Nene","Tallahassee","FL","32301","","","","",""
"True","2167","Tallavanna Trail","Havana","FL","","","","","",""
"True","2340","Moondance Trail","Tallahassee","FL","32311","","","","",""
"True","5036","Valley Farm Rd","Tallahassee","FL","32303","","","","",""
"True","1310","Tom Still Rd.","Tallahassee","FL","32305","","","","",""
"True","223","McMahon Dr.","Crawfordville","FL","32327","","","","",""
"True","3596","Uncle Glover","Tallahassee","FL","32312","","","","",""
"False","2214","Heathrow Dr.","Tallahassee","FL","32312","","","","",""
"False","46","Shepard's Easement","Crawfordville","FL","32327","","","","",""
"True","7738","McClure Drive","Tallahassee","FL","32312","","","","",""
"False","1512","Yearling Trl.","Tallahassee","FL","32317","","","","",""
"True","5115","Ile De France Dr.","Tallahassee","FL","32308","","","","",""
"True","4353","Amber Valley Drive","Tallahassee","FL","32312","","","","",""
"True","7027","Duck Cove Road","Tallahassee","FL","32312","","","","",""
"True","101","Twilight Ln.","Crawfordville","FL","32327","","","","",""
"True","2433","Manzanita Ct.","Tallahassee","FL","32303","","","","",""
"True","4504","Argyle Ln.","Tallahassee","FL","32309","","","","",""
"True","1195","Dogwood Dr","Havana","FL","32333","","","","",""
"True","1130","Corby Ct. E.","Tallahassee","FL","32317","","","","",""
"True","1115","Archangel Way","Tallahassee","FL","32312","","","","",""
"False","3651","Cherry Bluff Ln.","Tallahassee","FL","32312","","","","",""
"True","4702","Highgove Rd.","Tallahassee","FL","32309","","","","",""
"True","7772","Briarcreek Rd. N","Tallahassee","FL","32312","","","","",""
"True","4554","Sunray Place","Tallahassee","FL","32309","","","","",""
"True","1648","-C Metropolitan Circle","Tallahassee","FL","32308","","","","",""
"False","4295","Sand Pine Ln","Tallahassee","FL","32305","","","","",""
"True","8046","Freshwater Farms Rd.","Tallahassee","FL","32309","","","","",""
"True","10679","Lake Iamonia Dr.","Tallahassee","FL","32312","","","","",""
"False","4482","Jubilee Trl","Tallahassee","FL","32305","","","","",""
"True","8119","Freshwater Farms Rd.","Tallahassee","FL","32309","","","","",""
"False","1520","Killearn Center Blvd.","Tallahassee","FL","32309","","","","",""
"True","8048","Greenmont Ave.","Tallahassee","FL","32317","","","","",""
"False","1178","Virgil Rd.","Tallahassee","FL","32311","","","","",""
"False","8339","Hinsdale Way","Tallahassee","FL","32312","","","","",""
"True","4936","Highgrove Road","Tallahassee","FL","32308","","","","",""
"True","333","Hill Top Dr.","Midway","FL","32343","","","","",""
"True","1100","Mor Bihan","Tallahassee","FL","32301","","","","",""
"False","2229","Tuscavilla Rd","Tallahassee","FL","32312","","","","",""
"True","3465","Lakeshore Dr.","Tallahassee","FL","32312","","","","",""
"False","7698","McClure Dr.","Tallahassee","FL","32312","","","","",""
"False","3818","Ulmer Ct","Tallahassee","FL","32311","","","","",""
"True","3223","Lakeshore Dr","Tallahassee","FL","32312","","","","",""
"True","6135","Williams Rd","Tallahassee","FL","32311","","","","",""
"True","6210","Pickwick Rd","Tallahassee","FL","32309","","","","",""
"True","80","Sue Ln.","Crawfordville","FL","32327","","","","",""
"True","211","Talquin Shores Dr.","Quincy","FL","32351","","","","",""
"True","2181","Shangri La Ln.","Tallahassee","FL","32303","","","","",""
"True","4919","Buck Lake Rd.","Tallahassee","FL","32317","","","","",""
"True","2212","Napoleon Bonaparte Dr.","Tallahassee","FL","32308","","","","",""
"True","3690","Dexter Dr.","Tallahassee","FL","32312","","","","",""
"True","533","Bob Miller Road","Crawfordville","FL","32327","","","","",""
"True","2545","Garrison Court","Cumming","FL","30041","","","","",""
"True","2003","Casa Linda Ct.","Tallahassee","FL","32303","","","","",""
"True","3750","Sally Ln.","Tallahassee","FL","32312","","","","",""
"False","3970","Sunrise Rd.","Tallahassee","FL","32309","","","","",""
"True","4119","Louvinia Dr.","Tallahassee","FL","32311","","","","",""
"True","643","Markim Rd.","Tallahassee","FL","32305","","","","",""
"False","1957","Collins Landing Rd","Tallahassee","FL","32310","","","","",""
"True","97","Sellars Dr","Crawfordville","FL","32327","","","","",""
"False","","Ivan Church Rd","Crawfordville","FL","32327","","","","",""
"False","295","Rose Hill Dr E","Tallahassee","FL","32312","","","","",""
"False","2349","Barcelona Ct","Tallahassee","FL","32311","","","","",""
"True","5","Sellars Dr.","Crawfordville","FL","32327","","","","",""
"True","74","Weeping Willow Ct","Crawfordville","FL","32327","","","","",""
"True","41","Revadee Spears Rd.","Crawfordville","FL","32327","","","","",""
"True","300","Beaver Lake Rd","Tallahassee","FL","32312","","","","",""
"True","2356","Arendell Way","Tallahassee","FL","32308","","","","",""
"True","1932","Charlais St","Tallahassee","FL","32317","","","","",""
"True","11353","Buck Lake Rd.","Tallahassee","FL","32317","","","","",""
"False","8415","Buck Lake Rd.","Tallahassee","FL","32317","","","","",""
"True","7901","Lonesome Dove Lane","Tallahassee","FL","32311","","","","",""
"True","1076","Corby Court","Tallahassee","FL","32311","","","","",""
"False","1725","Broken Bow Trl.","Tallahassee","FL","32312","","","","",""
"True","6073","Wessex CT","Tallahassee","FL","32309","","","","",""
"False","1679","Vineyard Way","Tallahassee","FL","32317","","","","",""
"True","8004","Seculsion Ln.","Tallahassee","FL","32317","","","","",""
"True","1268","High Rd.","Tallahassee","FL","32304","","","","",""
"True","6078","Thackeray Dr.","Tallahassee","FL","32309","","","","",""
"True","562","Litchfield Rd","TLH","FL","32312","","","","",""
"True","2221","Mandrell Ct","Tallahassee","FL","32303","","","","",""
"True","1912","Chatsworth Way","Tallahassee","FL","32309","","","","",""
"True","2018","Amboise Ct.","Tallahassee","FL","32308","","","","",""
"True","4248","Stargazer Trl.","Tallahassee","FL","32309","","","","",""
"True","1405","Westheaven Dr,","Tallahassee","FL","32310","","","","",""
"True","28","Three Sisters Rd.","Crawfordville","FL","32327","","","","",""
"True","7677","Christy Cary Ln.","Tallahassee","FL","32304","","","","",""
"True","3713","Danesborough Dr.","Tallahassee","FL","32303","","","","",""
"True","11","Pinewood St","Crawfordville","FL","32327","","","","",""
"True","5278","Pimlico","Tallahassee","FL","32309","","","","",""
"True","1949","Shady Oaks Dr.","Tallahassee","FL","32303","","","","",""
"False","2048","Chimney Swift Hollow","Tallahassee","FL","32312","","","","",""
"False","699","US Highway 98","Eastpoint","FL","32328","","","","",""
"True","9183","Old Chemonie Dr","Tallahassee","FL","32309","","","","",""
"False","","Millermark Construction LLC","Tallahassee","FL","32317","","","","",""
"False","8026","Blue Smoke","Tallahassee","FL","32312","","","","",""
"True","2418","-1 Millcreek Ct.","Tallahassee","FL","32309","","","","",""
"False","12570","Wiley Rd","Tallahassee","FL","32309","","","","",""
"True","2312","Bourgogne Dr.","Tallahassee","FL","32308","","","","",""
"True","6501","Alan-A-Dale Trl.","Tallahassee","FL","32317","","","","",""
"True","664","Woodville Hwy","Crawfordville","FL","32327","","","","",""
"False","81","Beachwood Dr","Crawfordville","FL","32327","","","","",""
"True","4175","McLeod Dr.","Tallahassee","FL","32303","","","","",""
"True","2105","Lambert Ln","Tallahassee","FL","32317","","","","",""
"True","1159","Corby Ct. E","Tallahassee","FL","32317","","","","",""
"False","1273","Rich Bay Rd","Havana","FL","32333","","","","",""
